seed=0l; %0=95.000000; %1=90.250000; %2=85.737503
iteration,% infected sim 0,% infected sim 1,% infected sim 2
188,0.021000,0.009000,0.058000
189,0.021000,0.009000,0.058000
190,0.021000,0.010000,0.059000
191,0.021000,0.010000,0.061000
192,0.021000,0.010000,0.061000
193,0.021000,0.010000,0.062000
194,0.021000,0.010000,0.063000
195,0.021000,0.010000,0.065000
196,0.021000,0.011000,0.065000
197,0.021000,0.011000,0.066000
198,0.021000,0.011000,0.068000
199,0.021000,0.011000,0.070000
200,0.022000,0.011000,0.070000
201,0.023000,0.011000,0.071000
202,0.025000,0.011000,0.072000
203,0.025000,0.011000,0.073000
204,0.025000,0.011000,0.073000
205,0.025000,0.011000,0.074000
206,0.025000,0.011000,0.076000
207,0.025000,0.012000,0.076000
208,0.025000,0.013000,0.078000
209,0.025000,0.013000,0.079000
210,0.025000,0.013000,0.080000
211,0.025000,0.014000,0.082000
212,0.025000,0.014000,0.082000
213,0.025000,0.014000,0.083000
214,0.025000,0.014000,0.084000
215,0.025000,0.014000,0.084000
216,0.025000,0.014000,0.087000
217,0.026000,0.015000,0.090000
218,0.026000,0.015000,0.091000
219,0.026000,0.015000,0.091000
220,0.026000,0.015000,0.091000
221,0.026000,0.016000,0.093000
222,0.026000,0.016000,0.095000
223,0.026000,0.016000,0.095000
224,0.027000,0.016000,0.096000
225,0.027000,0.016000,0.097000
226,0.027000,0.017000,0.097000
227,0.027000,0.017000,0.098000
228,0.027000,0.017000,0.099000
229,0.027000,0.017000,0.100000
230,0.027000,0.017000,0.101000
231,0.027000,0.017000,0.103000
232,0.027000,0.017000,0.104000
233,0.027000,0.017000,0.105000
234,0.027000,0.018000,0.105000
235,0.027000,0.018000,0.106000
236,0.027000,0.018000,0.108000
237,0.027000,0.018000,0.108000
238,0.027000,0.019000,0.108000
239,0.027000,0.019000,0.110000
240,0.027000,0.019000,0.110000
241,0.027000,0.019000,0.112000
242,0.027000,0.019000,0.113000
243,0.027000,0.019000,0.114000
244,0.027000,0.019000,0.117000
245,0.028000,0.020000,0.118000
246,0.028000,0.020000,0.119000
247,0.028000,0.020000,0.119000
248,0.028000,0.020000,0.122000
249,0.029000,0.020000,0.123000
250,0.030000,0.020000,0.123000
251,0.030000,0.020000,0.123000
252,0.031000,0.020000,0.125000
253,0.032000,0.021000,0.128000
254,0.033000,0.021000,0.129000
255,0.034000,0.022000,0.131000
256,0.034000,0.023000,0.133000
257,0.035000,0.023000,0.134000
258,0.035000,0.023000,0.134000
259,0.036000,0.023000,0.136000
260,0.036000,0.023000,0.137000
261,0.036000,0.024000,0.138000
262,0.036000,0.024000,0.142000
263,0.037000,0.024000,0.142000
264,0.037000,0.024000,0.142000
265,0.037000,0.025000,0.143000
266,0.037000,0.025000,0.144000
267,0.037000,0.025000,0.144000
268,0.037000,0.026000,0.144000
269,0.037000,0.026000,0.145000
270,0.038000,0.026000,0.145000
271,0.038000,0.027000,0.147000
272,0.038000,0.027000,0.148000
273,0.038000,0.027000,0.148000
274,0.038000,0.027000,0.148000
275,0.039000,0.028000,0.149000
276,0.039000,0.028000,0.151000
277,0.039000,0.028000,0.151000
278,0.039000,0.028000,0.153000
279,0.039000,0.028000,0.156000
280,0.039000,0.028000,0.158000
281,0.039000,0.028000,0.159000
282,0.039000,0.028000,0.161000
283,0.039000,0.028000,0.162000
284,0.039000,0.029000,0.164000
285,0.040000,0.030000,0.164000
286,0.040000,0.030000,0.166000
287,0.041000,0.030000,0.167000
288,0.041000,0.030000,0.169000
289,0.041000,0.030000,0.170000
290,0.041000,0.030000,0.171000
291,0.042000,0.031000,0.171000
292,0.042000,0.031000,0.171000
293,0.042000,0.031000,0.171000
294,0.042000,0.031000,0.172000
295,0.042000,0.031000,0.177000
296,0.043000,0.031000,0.181000
297,0.043000,0.031000,0.183000
298,0.043000,0.031000,0.184000
299,0.043000,0.031000,0.185000
300,0.043000,0.031000,0.186000
301,0.043000,0.031000,0.190000
302,0.044000,0.031000,0.192000
303,0.044000,0.031000,0.193000
304,0.044000,0.033000,0.196000
305,0.044000,0.033000,0.197000
306,0.044000,0.034000,0.197000
307,0.044000,0.034000,0.201000
308,0.044000,0.035000,0.203000
309,0.044000,0.035000,0.204000
310,0.044000,0.035000,0.208000
311,0.044000,0.035000,0.209000
312,0.044000,0.035000,0.210000
313,0.044000,0.035000,0.211000
314,0.045000,0.036000,0.213000
315,0.045000,0.037000,0.215000
316,0.046000,0.038000,0.221000
317,0.046000,0.038000,0.224000
318,0.046000,0.039000,0.224000
319,0.046000,0.041000,0.227000
320,0.046000,0.041000,0.228000
321,0.046000,0.041000,0.229000
322,0.046000,0.043000,0.230000
323,0.046000,0.043000,0.234000
324,0.047000,0.044000,0.236000
325,0.047000,0.045000,0.238000
326,0.047000,0.045000,0.240000
327,0.047000,0.046000,0.243000
328,0.047000,0.046000,0.249000
329,0.047000,0.046000,0.250000
330,0.047000,0.047000,0.252000
331,0.047000,0.047000,0.252000
332,0.048000,0.047000,0.254000
333,0.050000,0.047000,0.254000
334,0.050000,0.048000,0.256000
335,0.050000,0.048000,0.259000
336,0.050000,0.049000,0.259000
337,0.050000,0.049000,0.262000
338,0.052000,0.049000,0.265000
339,0.052000,0.049000,0.266000
340,0.052000,0.050000,0.267000
341,0.052000,0.050000,0.270000
342,0.052000,0.050000,0.274000
343,0.053000,0.051000,0.275000
344,0.053000,0.051000,0.279000
345,0.053000,0.051000,0.284000
346,0.053000,0.051000,0.287000
347,0.053000,0.053000,0.291000
348,0.053000,0.054000,0.292000
349,0.053000,0.054000,0.294000
350,0.053000,0.054000,0.294000
351,0.053000,0.055000,0.300000
352,0.053000,0.055000,0.302000
353,0.054000,0.055000,0.302000
354,0.054000,0.056000,0.305000
355,0.054000,0.058000,0.310000
356,0.054000,0.058000,0.311000
357,0.054000,0.058000,0.311000
358,0.054000,0.058000,0.313000
359,0.055000,0.058000,0.316000
360,0.056000,0.059000,0.320000
361,0.056000,0.060000,0.322000
362,0.056000,0.061000,0.323000
363,0.057000,0.061000,0.326000
364,0.058000,0.062000,0.329000
365,0.058000,0.062000,0.330000
366,0.059000,0.063000,0.331000
367,0.059000,0.064000,0.334000
368,0.059000,0.064000,0.339000
369,0.061000,0.064000,0.342000
370,0.061000,0.066000,0.345000
371,0.061000,0.066000,0.347000
372,0.061000,0.066000,0.348000
373,0.061000,0.068000,0.350000
374,0.062000,0.068000,0.354000
375,0.062000,0.069000,0.358000
376,0.062000,0.070000,0.359000
377,0.062000,0.070000,0.362000
378,0.062000,0.072000,0.362000
379,0.062000,0.073000,0.366000
380,0.062000,0.073000,0.368000
381,0.063000,0.074000,0.372000
382,0.066000,0.074000,0.372000
383,0.066000,0.074000,0.372000
384,0.066000,0.074000,0.374000
385,0.066000,0.074000,0.378000
386,0.067000,0.076000,0.382000
387,0.067000,0.076000,0.383000
388,0.067000,0.077000,0.387000
389,0.067000,0.077000,0.387000
390,0.067000,0.077000,0.388000
391,0.067000,0.077000,0.390000
392,0.067000,0.077000,0.394000
393,0.067000,0.078000,0.395000
394,0.068000,0.078000,0.396000
395,0.069000,0.078000,0.400000
396,0.069000,0.080000,0.406000
397,0.069000,0.081000,0.410000
398,0.070000,0.082000,0.413000
399,0.070000,0.083000,0.417000
400,0.070000,0.085000,0.421000
401,0.070000,0.086000,0.425000
402,0.073000,0.086000,0.426000
403,0.074000,0.087000,0.427000
404,0.075000,0.089000,0.428000
405,0.076000,0.091000,0.429000
406,0.076000,0.091000,0.432000
407,0.077000,0.093000,0.435000
408,0.077000,0.094000,0.439000
409,0.077000,0.095000,0.440000
410,0.077000,0.096000,0.441000
411,0.077000,0.096000,0.443000
412,0.077000,0.097000,0.445000
413,0.078000,0.097000,0.447000
414,0.079000,0.098000,0.451000
415,0.081000,0.099000,0.453000
416,0.081000,0.101000,0.456000
417,0.082000,0.103000,0.457000
418,0.082000,0.103000,0.457000
419,0.082000,0.105000,0.459000
420,0.082000,0.105000,0.460000
421,0.082000,0.106000,0.461000
422,0.083000,0.106000,0.466000
423,0.083000,0.106000,0.470000
424,0.083000,0.106000,0.472000
425,0.083000,0.108000,0.476000
426,0.084000,0.110000,0.478000
427,0.084000,0.111000,0.479000
428,0.084000,0.111000,0.483000
429,0.084000,0.111000,0.486000
430,0.084000,0.112000,0.488000
431,0.085000,0.112000,0.488000
432,0.085000,0.113000,0.491000
433,0.085000,0.114000,0.493000
434,0.085000,0.115000,0.493000
435,0.085000,0.117000,0.495000
436,0.085000,0.118000,0.497000
437,0.085000,0.119000,0.498000
438,0.085000,0.119000,0.501000
439,0.085000,0.120000,0.504000
440,0.085000,0.120000,0.504000
441,0.085000,0.121000,0.506000
442,0.085000,0.121000,0.510000
443,0.086000,0.121000,0.513000
444,0.087000,0.124000,0.517000
445,0.088000,0.126000,0.521000
446,0.089000,0.127000,0.521000
447,0.089000,0.128000,0.524000
448,0.089000,0.128000,0.527000
449,0.090000,0.129000,0.528000
450,0.090000,0.131000,0.532000
451,0.090000,0.133000,0.537000
452,0.090000,0.133000,0.538000
453,0.090000,0.134000,0.541000
454,0.091000,0.134000,0.545000
455,0.092000,0.137000,0.546000
456,0.093000,0.139000,0.548000
457,0.093000,0.140000,0.548000
458,0.093000,0.140000,0.550000
459,0.093000,0.141000,0.553000
460,0.094000,0.142000,0.555000
461,0.095000,0.143000,0.555000
462,0.095000,0.145000,0.559000
463,0.095000,0.145000,0.564000
464,0.095000,0.146000,0.565000
465,0.095000,0.147000,0.567000
466,0.095000,0.148000,0.569000
467,0.095000,0.149000,0.571000
468,0.096000,0.149000,0.572000
469,0.097000,0.149000,0.572000
470,0.097000,0.152000,0.577000
471,0.098000,0.153000,0.580000
472,0.099000,0.155000,0.582000
473,0.099000,0.155000,0.583000
474,0.099000,0.156000,0.588000
475,0.099000,0.156000,0.589000
476,0.100000,0.158000,0.589000
477,0.100000,0.159000,0.590000
478,0.100000,0.160000,0.594000
479,0.101000,0.163000,0.597000
480,0.103000,0.165000,0.600000
481,0.103000,0.166000,0.602000
482,0.103000,0.168000,0.605000
483,0.103000,0.168000,0.607000
484,0.103000,0.168000,0.609000
485,0.103000,0.170000,0.611000
486,0.105000,0.172000,0.615000
487,0.106000,0.173000,0.618000
488,0.106000,0.175000,0.619000
489,0.106000,0.175000,0.619000
490,0.107000,0.176000,0.622000
491,0.107000,0.177000,0.623000
492,0.107000,0.181000,0.623000
493,0.107000,0.184000,0.625000
494,0.107000,0.185000,0.629000
495,0.108000,0.186000,0.633000
496,0.108000,0.186000,0.638000
497,0.108000,0.187000,0.640000
498,0.109000,0.187000,0.642000
499,0.110000,0.188000,0.643000
500,0.111000,0.190000,0.647000
501,0.112000,0.191000,0.653000
502,0.113000,0.193000,0.656000
503,0.114000,0.194000,0.662000
504,0.114000,0.195000,0.666000
505,0.115000,0.197000,0.669000
506,0.115000,0.197000,0.672000
507,0.116000,0.197000,0.674000
508,0.116000,0.198000,0.676000
509,0.117000,0.198000,0.682000
510,0.118000,0.200000,0.686000
511,0.118000,0.202000,0.690000
512,0.118000,0.202000,0.692000
513,0.118000,0.206000,0.693000
514,0.118000,0.207000,0.694000
515,0.118000,0.208000,0.695000
516,0.118000,0.208000,0.697000
517,0.118000,0.208000,0.700000
518,0.119000,0.210000,0.702000
519,0.119000,0.212000,0.704000
520,0.119000,0.212000,0.705000
521,0.120000,0.214000,0.706000
522,0.120000,0.217000,0.708000
523,0.120000,0.224000,0.709000
524,0.121000,0.225000,0.709000
525,0.122000,0.225000,0.713000
526,0.123000,0.229000,0.714000
527,0.124000,0.230000,0.716000
528,0.125000,0.231000,0.716000
529,0.125000,0.233000,0.717000
530,0.125000,0.234000,0.720000
531,0.125000,0.234000,0.722000
532,0.126000,0.234000,0.723000
533,0.127000,0.235000,0.723000
534,0.127000,0.237000,0.727000
535,0.127000,0.238000,0.729000
536,0.127000,0.241000,0.731000
537,0.128000,0.245000,0.731000
538,0.128000,0.247000,0.733000
539,0.129000,0.249000,0.735000
540,0.131000,0.249000,0.736000
541,0.131000,0.249000,0.736000
542,0.132000,0.249000,0.737000
543,0.132000,0.249000,0.738000
544,0.133000,0.250000,0.739000
545,0.133000,0.250000,0.741000
546,0.134000,0.252000,0.741000
547,0.135000,0.256000,0.742000
548,0.136000,0.257000,0.745000
549,0.136000,0.258000,0.748000
550,0.137000,0.262000,0.749000
551,0.137000,0.265000,0.749000
552,0.137000,0.267000,0.749000
553,0.139000,0.268000,0.750000
554,0.140000,0.269000,0.753000
555,0.140000,0.269000,0.755000
556,0.140000,0.270000,0.757000
557,0.140000,0.272000,0.762000
558,0.140000,0.273000,0.762000
559,0.140000,0.274000,0.762000
560,0.140000,0.274000,0.764000
561,0.141000,0.276000,0.764000
562,0.141000,0.280000,0.767000
563,0.143000,0.280000,0.768000
564,0.143000,0.281000,0.768000
565,0.143000,0.282000,0.769000
566,0.143000,0.284000,0.770000
567,0.143000,0.285000,0.770000
568,0.143000,0.286000,0.771000
569,0.143000,0.289000,0.772000
570,0.144000,0.290000,0.772000
571,0.144000,0.290000,0.774000
572,0.146000,0.295000,0.774000
573,0.147000,0.298000,0.778000
574,0.147000,0.298000,0.778000
575,0.148000,0.299000,0.778000
576,0.148000,0.300000,0.780000
577,0.148000,0.300000,0.780000
578,0.149000,0.303000,0.780000
579,0.149000,0.304000,0.783000
580,0.149000,0.307000,0.783000
581,0.149000,0.312000,0.784000
582,0.149000,0.318000,0.785000
583,0.150000,0.321000,0.786000
584,0.151000,0.324000,0.787000
585,0.151000,0.324000,0.787000
586,0.152000,0.324000,0.787000
587,0.152000,0.325000,0.788000
588,0.153000,0.326000,0.788000
589,0.153000,0.327000,0.789000
590,0.153000,0.328000,0.790000
591,0.154000,0.331000,0.792000
592,0.154000,0.335000,0.793000
593,0.154000,0.336000,0.797000
594,0.155000,0.336000,0.800000
595,0.155000,0.337000,0.803000
596,0.155000,0.338000,0.803000
597,0.155000,0.340000,0.804000
598,0.156000,0.340000,0.804000
599,0.157000,0.341000,0.808000
600,0.158000,0.342000,0.811000
601,0.159000,0.343000,0.813000
602,0.164000,0.344000,0.813000
603,0.165000,0.347000,0.813000
604,0.168000,0.347000,0.813000
605,0.170000,0.348000,0.815000
606,0.171000,0.350000,0.816000
607,0.171000,0.352000,0.816000
608,0.172000,0.354000,0.817000
609,0.174000,0.354000,0.818000
610,0.175000,0.355000,0.820000
611,0.176000,0.355000,0.821000
612,0.177000,0.357000,0.821000
613,0.177000,0.359000,0.822000
614,0.178000,0.360000,0.824000
615,0.178000,0.363000,0.825000
616,0.178000,0.365000,0.827000
617,0.178000,0.366000,0.827000
618,0.179000,0.368000,0.828000
619,0.179000,0.369000,0.828000
620,0.179000,0.370000,0.828000
621,0.180000,0.371000,0.828000
622,0.182000,0.376000,0.831000
623,0.182000,0.377000,0.832000
624,0.184000,0.378000,0.832000
625,0.184000,0.379000,0.832000
626,0.185000,0.383000,0.833000
627,0.185000,0.384000,0.834000
628,0.186000,0.388000,0.834000
629,0.188000,0.391000,0.835000
630,0.189000,0.393000,0.835000
631,0.190000,0.395000,0.836000
632,0.191000,0.397000,0.836000
633,0.191000,0.400000,0.836000
634,0.192000,0.401000,0.838000
635,0.192000,0.404000,0.840000
636,0.192000,0.405000,0.840000
637,0.193000,0.409000,0.840000
638,0.193000,0.410000,0.840000
639,0.193000,0.413000,0.840000
640,0.194000,0.416000,0.841000
641,0.195000,0.419000,0.841000
642,0.195000,0.423000,0.842000
643,0.196000,0.424000,0.844000
644,0.198000,0.426000,0.844000
645,0.198000,0.427000,0.844000
646,0.200000,0.428000,0.845000
647,0.200000,0.431000,0.845000
648,0.201000,0.439000,0.846000
649,0.202000,0.443000,0.847000
650,0.203000,0.444000,0.849000
651,0.203000,0.446000,0.850000
652,0.203000,0.451000,0.850000
653,0.203000,0.453000,0.850000
654,0.203000,0.456000,0.850000
655,0.205000,0.458000,0.851000
656,0.206000,0.460000,0.852000
657,0.207000,0.463000,0.852000
658,0.207000,0.465000,0.852000
659,0.209000,0.465000,0.852000
660,0.209000,0.469000,0.852000
661,0.209000,0.471000,0.853000
662,0.210000,0.472000,0.856000
663,0.210000,0.474000,0.856000
664,0.210000,0.474000,0.856000
665,0.211000,0.476000,0.857000
666,0.211000,0.476000,0.857000
667,0.211000,0.477000,0.857000
668,0.212000,0.477000,0.860000
669,0.212000,0.478000,0.861000
670,0.213000,0.481000,0.861000
671,0.213000,0.482000,0.861000
672,0.213000,0.485000,0.861000
673,0.213000,0.486000,0.862000
674,0.213000,0.486000,0.863000
675,0.214000,0.489000,0.863000
676,0.216000,0.489000,0.865000
677,0.216000,0.489000,0.865000
678,0.217000,0.492000,0.868000
679,0.218000,0.495000,0.869000
680,0.218000,0.498000,0.869000
681,0.220000,0.498000,0.869000
682,0.222000,0.499000,0.870000
683,0.222000,0.499000,0.870000
684,0.222000,0.502000,0.871000
685,0.224000,0.504000,0.871000
686,0.224000,0.505000,0.872000
687,0.224000,0.506000,0.873000
688,0.224000,0.507000,0.873000
689,0.226000,0.507000,0.873000
690,0.227000,0.508000,0.875000
691,0.227000,0.509000,0.875000
692,0.227000,0.510000,0.875000
693,0.227000,0.513000,0.875000
694,0.228000,0.514000,0.875000
695,0.230000,0.518000,0.876000
696,0.230000,0.519000,0.876000
697,0.231000,0.519000,0.876000
698,0.231000,0.520000,0.876000
699,0.231000,0.520000,0.878000
700,0.232000,0.520000,0.878000
701,0.234000,0.522000,0.878000
702,0.237000,0.524000,0.878000
703,0.237000,0.528000,0.879000
704,0.237000,0.533000,0.881000
705,0.237000,0.534000,0.883000
706,0.237000,0.536000,0.883000
707,0.237000,0.539000,0.883000
708,0.237000,0.541000,0.886000
709,0.237000,0.543000,0.886000
710,0.238000,0.545000,0.887000
711,0.242000,0.547000,0.888000
712,0.243000,0.548000,0.888000
713,0.244000,0.549000,0.888000
714,0.244000,0.550000,0.889000
715,0.244000,0.551000,0.891000
716,0.244000,0.553000,0.892000
717,0.244000,0.553000,0.894000
718,0.245000,0.555000,0.896000
719,0.246000,0.556000,0.896000
720,0.247000,0.556000,0.897000
721,0.248000,0.558000,0.897000
722,0.249000,0.559000,0.898000
723,0.249000,0.560000,0.899000
724,0.249000,0.563000,0.899000
725,0.250000,0.563000,0.900000
726,0.250000,0.565000,0.902000
727,0.250000,0.566000,0.902000
728,0.251000,0.566000,0.902000
729,0.251000,0.570000,0.902000
730,0.252000,0.574000,0.903000
731,0.253000,0.575000,0.905000
732,0.255000,0.576000,0.905000
733,0.257000,0.578000,0.905000
734,0.258000,0.578000,0.906000
735,0.258000,0.581000,0.907000
736,0.260000,0.583000,0.908000
737,0.262000,0.584000,0.908000
738,0.262000,0.584000,0.908000
739,0.263000,0.584000,0.908000
740,0.264000,0.586000,0.910000
741,0.264000,0.587000,0.910000
742,0.265000,0.589000,0.912000
743,0.267000,0.590000,0.912000
744,0.269000,0.592000,0.912000
745,0.270000,0.594000,0.912000
746,0.276000,0.596000,0.912000
747,0.276000,0.597000,0.915000
748,0.276000,0.597000,0.915000
749,0.277000,0.599000,0.917000
750,0.278000,0.600000,0.917000
751,0.278000,0.602000,0.917000
752,0.278000,0.605000,0.918000
753,0.278000,0.605000,0.918000
754,0.278000,0.607000,0.918000
755,0.279000,0.609000,0.920000
756,0.279000,0.609000,0.920000
757,0.280000,0.610000,0.920000
758,0.281000,0.613000,0.920000
759,0.281000,0.615000,0.920000
760,0.281000,0.616000,0.920000
761,0.284000,0.620000,0.921000
762,0.285000,0.621000,0.921000
763,0.286000,0.622000,0.921000
764,0.286000,0.625000,0.921000
765,0.287000,0.629000,0.921000
766,0.287000,0.630000,0.921000
767,0.289000,0.630000,0.922000
768,0.290000,0.631000,0.923000
769,0.290000,0.631000,0.923000
770,0.290000,0.633000,0.924000
771,0.291000,0.634000,0.924000
772,0.291000,0.634000,0.924000
773,0.296000,0.636000,0.924000
774,0.298000,0.637000,0.924000
775,0.298000,0.639000,0.924000
776,0.298000,0.641000,0.924000
777,0.298000,0.642000,0.924000
778,0.300000,0.643000,0.925000
779,0.301000,0.644000,0.925000
780,0.302000,0.645000,0.926000
781,0.302000,0.647000,0.927000
782,0.303000,0.648000,0.928000
783,0.304000,0.650000,0.928000
784,0.305000,0.657000,0.929000
785,0.305000,0.660000,0.930000
786,0.306000,0.663000,0.930000
787,0.306000,0.665000,0.930000
788,0.308000,0.666000,0.930000
789,0.308000,0.667000,0.930000
790,0.309000,0.668000,0.930000
791,0.310000,0.668000,0.931000
792,0.310000,0.673000,0.931000
793,0.313000,0.675000,0.932000
794,0.313000,0.676000,0.932000
795,0.313000,0.677000,0.932000
796,0.314000,0.678000,0.932000
797,0.314000,0.678000,0.932000
798,0.315000,0.678000,0.933000
799,0.318000,0.678000,0.933000
800,0.320000,0.679000,0.933000
801,0.321000,0.683000,0.933000
802,0.321000,0.685000,0.934000
803,0.323000,0.686000,0.934000
804,0.324000,0.688000,0.934000
805,0.324000,0.689000,0.934000
806,0.325000,0.689000,0.934000
807,0.327000,0.690000,0.934000
808,0.328000,0.690000,0.935000
809,0.330000,0.691000,0.935000
810,0.330000,0.692000,0.935000
811,0.332000,0.694000,0.935000
812,0.333000,0.695000,0.936000
813,0.333000,0.696000,0.937000
814,0.334000,0.696000,0.937000
815,0.336000,0.697000,0.937000
