seed=0l; %0=95.000000; %1=90.250000; %2=85.737503
iteration,% infected sim 0,% infected sim 1,% infected sim 2
816,0.336000,0.697000,0.938000
817,0.340000,0.698000,0.938000
818,0.342000,0.698000,0.938000
819,0.342000,0.701000,0.938000
820,0.344000,0.704000,0.938000
821,0.348000,0.705000,0.939000
822,0.351000,0.707000,0.939000
823,0.351000,0.708000,0.940000
824,0.351000,0.709000,0.940000
825,0.351000,0.711000,0.940000
826,0.352000,0.711000,0.940000
827,0.352000,0.712000,0.940000
828,0.353000,0.712000,0.940000
829,0.354000,0.713000,0.940000
830,0.354000,0.715000,0.940000
831,0.354000,0.717000,0.940000
832,0.355000,0.718000,0.941000
833,0.355000,0.719000,0.942000
834,0.355000,0.719000,0.942000
835,0.356000,0.722000,0.942000
836,0.357000,0.724000,0.943000
837,0.363000,0.725000,0.943000
838,0.363000,0.726000,0.944000
839,0.364000,0.728000,0.944000
840,0.364000,0.729000,0.944000
841,0.364000,0.733000,0.945000
842,0.364000,0.733000,0.945000
843,0.364000,0.733000,0.945000
844,0.364000,0.734000,0.945000
845,0.364000,0.735000,0.945000
846,0.364000,0.735000,0.945000
847,0.365000,0.736000,0.946000
848,0.366000,0.737000,0.946000
849,0.366000,0.739000,0.946000
850,0.367000,0.740000,0.948000
851,0.367000,0.741000,0.948000
852,0.367000,0.742000,0.948000
853,0.367000,0.742000,0.949000
854,0.368000,0.743000,0.951000
855,0.370000,0.744000,0.951000
856,0.370000,0.745000,0.951000
857,0.372000,0.746000,0.951000
858,0.373000,0.748000,0.951000
859,0.374000,0.749000,0.951000
860,0.374000,0.752000,0.951000
861,0.376000,0.755000,0.952000
862,0.378000,0.755000,0.952000
863,0.380000,0.755000,0.952000
864,0.381000,0.756000,0.952000
865,0.381000,0.756000,0.952000
866,0.383000,0.758000,0.952000
867,0.383000,0.758000,0.952000
868,0.384000,0.758000,0.953000
869,0.385000,0.759000,0.953000
870,0.387000,0.759000,0.953000
871,0.387000,0.761000,0.953000
872,0.387000,0.761000,0.954000
873,0.388000,0.761000,0.955000
874,0.389000,0.762000,0.956000
875,0.391000,0.764000,0.956000
876,0.391000,0.765000,0.956000
877,0.393000,0.766000,0.956000
878,0.394000,0.766000,0.956000
879,0.396000,0.769000,0.956000
880,0.396000,0.771000,0.956000
881,0.397000,0.774000,0.956000
882,0.398000,0.775000,0.957000
883,0.399000,0.775000,0.957000
884,0.401000,0.778000,0.957000
885,0.403000,0.779000,0.957000
886,0.405000,0.779000,0.957000
887,0.405000,0.779000,0.957000
888,0.406000,0.779000,0.958000
889,0.407000,0.779000,0.958000
890,0.407000,0.779000,0.958000
891,0.407000,0.779000,0.958000
892,0.409000,0.779000,0.958000
893,0.412000,0.779000,0.958000
894,0.415000,0.780000,0.958000
895,0.415000,0.781000,0.958000
896,0.415000,0.783000,0.958000
897,0.415000,0.783000,0.958000
898,0.418000,0.783000,0.958000
899,0.418000,0.783000,0.958000
900,0.419000,0.783000,0.958000
901,0.420000,0.784000,0.958000
902,0.422000,0.784000,0.958000
903,0.422000,0.785000,0.958000
904,0.424000,0.785000,0.959000
905,0.429000,0.785000,0.959000
906,0.430000,0.787000,0.959000
907,0.432000,0.791000,0.959000
908,0.435000,0.792000,0.959000
909,0.436000,0.796000,0.959000
910,0.436000,0.797000,0.959000
911,0.438000,0.801000,0.959000
912,0.440000,0.801000,0.959000
913,0.441000,0.801000,0.959000
914,0.444000,0.802000,0.960000
915,0.447000,0.802000,0.960000
916,0.447000,0.802000,0.960000
917,0.447000,0.802000,0.961000
918,0.448000,0.802000,0.963000
919,0.449000,0.802000,0.964000
920,0.449000,0.804000,0.964000
921,0.449000,0.805000,0.965000
922,0.449000,0.807000,0.965000
923,0.449000,0.808000,0.965000
924,0.449000,0.810000,0.965000
925,0.449000,0.811000,0.965000
926,0.450000,0.813000,0.966000
927,0.451000,0.814000,0.967000
928,0.451000,0.814000,0.967000
929,0.451000,0.814000,0.967000
930,0.451000,0.815000,0.967000
931,0.453000,0.817000,0.968000
932,0.454000,0.819000,0.969000
933,0.455000,0.819000,0.969000
934,0.455000,0.820000,0.969000
935,0.455000,0.821000,0.969000
936,0.457000,0.822000,0.969000
937,0.459000,0.822000,0.969000
938,0.460000,0.824000,0.969000
939,0.461000,0.825000,0.969000
940,0.462000,0.825000,0.969000
941,0.463000,0.825000,0.969000
942,0.463000,0.826000,0.969000
943,0.466000,0.827000,0.969000
944,0.467000,0.829000,0.969000
945,0.468000,0.830000,0.969000
946,0.468000,0.830000,0.970000
947,0.470000,0.831000,0.970000
948,0.471000,0.831000,0.970000
949,0.471000,0.831000,0.970000
950,0.472000,0.831000,0.970000
951,0.476000,0.831000,0.970000
952,0.476000,0.831000,0.970000
953,0.477000,0.831000,0.970000
954,0.478000,0.831000,0.970000
955,0.480000,0.831000,0.971000
956,0.480000,0.833000,0.971000
957,0.480000,0.833000,0.971000
958,0.481000,0.833000,0.971000
959,0.483000,0.833000,0.971000
960,0.485000,0.833000,0.971000
961,0.487000,0.833000,0.971000
962,0.487000,0.833000,0.971000
963,0.488000,0.833000,0.971000
964,0.488000,0.833000,0.972000
965,0.490000,0.833000,0.972000
966,0.492000,0.834000,0.972000
967,0.493000,0.835000,0.972000
968,0.493000,0.835000,0.972000
969,0.495000,0.835000,0.973000
970,0.497000,0.836000,0.973000
971,0.498000,0.838000,0.973000
972,0.498000,0.838000,0.973000
973,0.500000,0.838000,0.974000
974,0.500000,0.838000,0.974000
975,0.501000,0.839000,0.974000
976,0.502000,0.840000,0.974000
977,0.502000,0.840000,0.974000
978,0.502000,0.840000,0.974000
979,0.503000,0.840000,0.974000
980,0.504000,0.841000,0.974000
981,0.506000,0.841000,0.974000
982,0.507000,0.842000,0.974000
983,0.507000,0.843000,0.974000
984,0.508000,0.843000,0.974000
985,0.508000,0.843000,0.974000
986,0.509000,0.843000,0.974000
987,0.510000,0.843000,0.974000
988,0.511000,0.843000,0.974000
989,0.512000,0.843000,0.974000
990,0.513000,0.843000,0.974000
991,0.514000,0.843000,0.974000
992,0.517000,0.843000,0.974000
993,0.519000,0.843000,0.974000
994,0.522000,0.843000,0.974000
995,0.523000,0.843000,0.974000
996,0.525000,0.843000,0.974000
997,0.525000,0.843000,0.974000
998,0.525000,0.844000,0.974000
999,0.527000,0.844000,0.974000
1000,0.528000,0.845000,0.974000
1001,0.529000,0.845000,0.974000
1002,0.529000,0.846000,0.974000
1003,0.529000,0.847000,0.974000
1004,0.529000,0.847000,0.974000
1005,0.531000,0.848000,0.974000
1006,0.534000,0.848000,0.974000
1007,0.536000,0.849000,0.974000
1008,0.536000,0.849000,0.974000
1009,0.536000,0.850000,0.974000
1010,0.537000,0.852000,0.974000
1011,0.538000,0.853000,0.974000
1012,0.539000,0.854000,0.974000
1013,0.540000,0.854000,0.975000
1014,0.540000,0.854000,0.975000
1015,0.540000,0.854000,0.975000
1016,0.541000,0.856000,0.975000
1017,0.542000,0.856000,0.975000
1018,0.544000,0.856000,0.975000
1019,0.544000,0.856000,0.976000
1020,0.547000,0.857000,0.976000
1021,0.547000,0.857000,0.977000
1022,0.547000,0.857000,0.977000
1023,0.547000,0.857000,0.977000
1024,0.547000,0.857000,0.977000
1025,0.548000,0.857000,0.977000
1026,0.549000,0.857000,0.977000
1027,0.549000,0.857000,0.977000
1028,0.550000,0.857000,0.977000
1029,0.551000,0.857000,0.977000
1030,0.551000,0.858000,0.977000
1031,0.551000,0.859000,0.978000
1032,0.551000,0.859000,0.978000
1033,0.553000,0.860000,0.978000
1034,0.554000,0.860000,0.978000
1035,0.554000,0.860000,0.978000
1036,0.557000,0.860000,0.978000
1037,0.559000,0.860000,0.978000
1038,0.559000,0.862000,0.978000
1039,0.559000,0.863000,0.979000
1040,0.560000,0.863000,0.980000
1041,0.563000,0.866000,0.980000
1042,0.564000,0.866000,0.980000
1043,0.566000,0.866000,0.980000
1044,0.569000,0.867000,0.980000
1045,0.570000,0.867000,0.980000
1046,0.571000,0.867000,0.980000
1047,0.573000,0.867000,0.980000
1048,0.574000,0.867000,0.980000
1049,0.577000,0.869000,0.980000
1050,0.577000,0.870000,0.980000
1051,0.578000,0.872000,0.981000
1052,0.580000,0.872000,0.981000
1053,0.582000,0.872000,0.981000
1054,0.583000,0.872000,0.981000
1055,0.583000,0.873000,0.981000
1056,0.584000,0.874000,0.981000
1057,0.586000,0.874000,0.981000
1058,0.587000,0.874000,0.981000
1059,0.588000,0.874000,0.981000
1060,0.588000,0.877000,0.981000
1061,0.589000,0.877000,0.981000
1062,0.589000,0.877000,0.981000
1063,0.590000,0.878000,0.981000
1064,0.590000,0.878000,0.981000
1065,0.590000,0.879000,0.981000
1066,0.590000,0.879000,0.981000
1067,0.591000,0.879000,0.981000
1068,0.591000,0.879000,0.981000
1069,0.591000,0.879000,0.981000
1070,0.591000,0.879000,0.981000
1071,0.591000,0.880000,0.981000
1072,0.591000,0.881000,0.981000
1073,0.595000,0.881000,0.981000
1074,0.596000,0.882000,0.981000
1075,0.596000,0.882000,0.981000
1076,0.597000,0.882000,0.981000
1077,0.599000,0.883000,0.981000
1078,0.599000,0.883000,0.981000
1079,0.600000,0.883000,0.981000
1080,0.600000,0.883000,0.982000
1081,0.601000,0.884000,0.982000
1082,0.601000,0.884000,0.982000
1083,0.601000,0.884000,0.982000
1084,0.601000,0.885000,0.982000
1085,0.603000,0.885000,0.983000
1086,0.604000,0.886000,0.983000
1087,0.604000,0.886000,0.983000
1088,0.605000,0.886000,0.983000
1089,0.605000,0.886000,0.983000
1090,0.605000,0.886000,0.983000
1091,0.606000,0.886000,0.984000
1092,0.606000,0.886000,0.984000
1093,0.607000,0.886000,0.984000
1094,0.607000,0.886000,0.984000
1095,0.608000,0.886000,0.984000
1096,0.609000,0.886000,0.984000
1097,0.609000,0.886000,0.984000
1098,0.609000,0.886000,0.984000
1099,0.610000,0.886000,0.984000
1100,0.610000,0.887000,0.984000
1101,0.610000,0.889000,0.984000
1102,0.610000,0.889000,0.984000
1103,0.610000,0.890000,0.984000
1104,0.610000,0.890000,0.984000
1105,0.612000,0.891000,0.984000
1106,0.612000,0.891000,0.984000
1107,0.612000,0.892000,0.984000
1108,0.613000,0.892000,0.984000
1109,0.614000,0.893000,0.984000
1110,0.615000,0.893000,0.985000
1111,0.615000,0.894000,0.985000
1112,0.616000,0.895000,0.985000
1113,0.618000,0.895000,0.985000
1114,0.619000,0.895000,0.986000
1115,0.620000,0.895000,0.986000
1116,0.620000,0.895000,0.986000
1117,0.621000,0.895000,0.986000
1118,0.622000,0.895000,0.986000
1119,0.623000,0.897000,0.986000
1120,0.626000,0.897000,0.986000
1121,0.627000,0.897000,0.986000
1122,0.628000,0.897000,0.986000
1123,0.630000,0.897000,0.986000
1124,0.631000,0.897000,0.986000
1125,0.631000,0.897000,0.986000
1126,0.631000,0.897000,0.986000
1127,0.631000,0.898000,0.987000
1128,0.631000,0.899000,0.987000
1129,0.631000,0.899000,0.987000
1130,0.631000,0.899000,0.987000
1131,0.631000,0.899000,0.987000
1132,0.631000,0.900000,0.987000
1133,0.631000,0.900000,0.987000
1134,0.632000,0.901000,0.987000
1135,0.632000,0.902000,0.987000
1136,0.632000,0.903000,0.987000
1137,0.634000,0.903000,0.987000
1138,0.635000,0.903000,0.987000
1139,0.635000,0.903000,0.987000
1140,0.635000,0.903000,0.987000
1141,0.636000,0.903000,0.987000
1142,0.638000,0.904000,0.987000
1143,0.638000,0.904000,0.987000
1144,0.639000,0.904000,0.987000
1145,0.639000,0.905000,0.987000
1146,0.639000,0.905000,0.987000
1147,0.639000,0.905000,0.987000
1148,0.639000,0.906000,0.987000
1149,0.640000,0.906000,0.987000
1150,0.640000,0.907000,0.987000
1151,0.640000,0.907000,0.987000
1152,0.640000,0.908000,0.987000
1153,0.641000,0.908000,0.987000
1154,0.641000,0.908000,0.987000
1155,0.642000,0.908000,0.987000
1156,0.644000,0.909000,0.987000
1157,0.645000,0.909000,0.987000
1158,0.645000,0.909000,0.987000
1159,0.648000,0.909000,0.987000
1160,0.649000,0.909000,0.987000
1161,0.651000,0.909000,0.987000
1162,0.653000,0.909000,0.987000
1163,0.655000,0.909000,0.987000
1164,0.657000,0.910000,0.987000
1165,0.658000,0.910000,0.988000
1166,0.658000,0.910000,0.988000
1167,0.659000,0.910000,0.988000
1168,0.659000,0.910000,0.988000
1169,0.660000,0.910000,0.988000
1170,0.661000,0.910000,0.988000
1171,0.661000,0.911000,0.988000
1172,0.661000,0.912000,0.988000
1173,0.661000,0.912000,0.988000
1174,0.662000,0.912000,0.988000
1175,0.662000,0.913000,0.988000
1176,0.662000,0.914000,0.988000
1177,0.662000,0.914000,0.988000
1178,0.663000,0.914000,0.988000
1179,0.663000,0.915000,0.988000
1180,0.663000,0.915000,0.988000
1181,0.664000,0.915000,0.988000
1182,0.665000,0.916000,0.988000
1183,0.665000,0.917000,0.988000
1184,0.668000,0.917000,0.988000
1185,0.669000,0.917000,0.988000
1186,0.669000,0.917000,0.989000
1187,0.670000,0.917000,0.989000
1188,0.670000,0.917000,0.989000
1189,0.672000,0.917000,0.989000
1190,0.673000,0.917000,0.989000
1191,0.673000,0.917000,0.989000
1192,0.674000,0.917000,0.989000
1193,0.675000,0.917000,0.989000
1194,0.676000,0.918000,0.989000
1195,0.677000,0.918000,0.989000
1196,0.677000,0.918000,0.989000
1197,0.678000,0.918000,0.989000
1198,0.679000,0.919000,0.989000
1199,0.681000,0.920000,0.989000
1200,0.681000,0.920000,0.990000
1201,0.683000,0.920000,0.990000
1202,0.683000,0.920000,0.990000
1203,0.683000,0.921000,0.990000
1204,0.684000,0.921000,0.990000
1205,0.684000,0.921000,0.990000
1206,0.684000,0.921000,0.990000
1207,0.684000,0.921000,0.991000
1208,0.684000,0.921000,0.991000
1209,0.684000,0.921000,0.991000
1210,0.687000,0.922000,0.991000
1211,0.687000,0.922000,0.991000
1212,0.688000,0.922000,0.991000
1213,0.689000,0.923000,0.991000
1214,0.689000,0.923000,0.991000
1215,0.689000,0.923000,0.991000
1216,0.690000,0.923000,0.991000
1217,0.691000,0.923000,0.991000
1218,0.692000,0.923000,0.991000
1219,0.692000,0.923000,0.991000
1220,0.692000,0.923000,0.991000
1221,0.695000,0.923000,0.991000
1222,0.695000,0.923000,0.991000
1223,0.695000,0.923000,0.991000
1224,0.695000,0.923000,0.991000
1225,0.696000,0.926000,0.991000
1226,0.698000,0.926000,0.991000
1227,0.698000,0.926000,0.991000
1228,0.698000,0.926000,0.991000
1229,0.698000,0.926000,0.991000
1230,0.698000,0.926000,0.991000
1231,0.698000,0.926000,0.991000
1232,0.701000,0.926000,0.991000
1233,0.701000,0.926000,0.991000
1234,0.702000,0.926000,0.991000
1235,0.702000,0.926000,0.991000
1236,0.702000,0.926000,0.991000
1237,0.703000,0.926000,0.991000
1238,0.704000,0.926000,0.991000
1239,0.704000,0.926000,0.991000
1240,0.704000,0.926000,0.991000
1241,0.705000,0.926000,0.991000
1242,0.706000,0.926000,0.991000
1243,0.706000,0.926000,0.991000
1244,0.706000,0.927000,0.991000
1245,0.708000,0.927000,0.991000
1246,0.708000,0.927000,0.991000
1247,0.709000,0.927000,0.991000
1248,0.709000,0.927000,0.991000
1249,0.709000,0.927000,0.991000
1250,0.711000,0.928000,0.991000
1251,0.712000,0.928000,0.991000
1252,0.712000,0.928000,0.991000
1253,0.712000,0.928000,0.991000
1254,0.713000,0.928000,0.991000
1255,0.713000,0.928000,0.991000
1256,0.713000,0.928000,0.991000
1257,0.713000,0.929000,0.991000
1258,0.714000,0.929000,0.991000
1259,0.714000,0.930000,0.991000
1260,0.715000,0.931000,0.991000
1261,0.718000,0.931000,0.991000
1262,0.718000,0.931000,0.991000
1263,0.718000,0.931000,0.991000
1264,0.718000,0.931000,0.992000
1265,0.718000,0.931000,0.992000
1266,0.719000,0.931000,0.992000
1267,0.719000,0.931000,0.992000
1268,0.719000,0.931000,0.992000
1269,0.719000,0.932000,0.992000
1270,0.720000,0.932000,0.992000
1271,0.720000,0.932000,0.992000
1272,0.722000,0.932000,0.992000
1273,0.722000,0.932000,0.992000
1274,0.723000,0.933000,0.992000
1275,0.724000,0.934000,0.992000
1276,0.725000,0.934000,0.992000
1277,0.725000,0.934000,0.992000
1278,0.725000,0.934000,0.992000
1279,0.726000,0.934000,0.992000
1280,0.727000,0.935000,0.992000
1281,0.727000,0.935000,0.992000
1282,0.727000,0.935000,0.993000
1283,0.729000,0.935000,0.993000
1284,0.730000,0.936000,0.993000
1285,0.730000,0.936000,0.993000
1286,0.730000,0.936000,0.993000
1287,0.731000,0.937000,0.993000
1288,0.731000,0.937000,0.993000
1289,0.732000,0.937000,0.993000
1290,0.735000,0.937000,0.993000
1291,0.735000,0.937000,0.993000
1292,0.736000,0.937000,0.993000
1293,0.736000,0.937000,0.993000
1294,0.737000,0.938000,0.993000
1295,0.737000,0.938000,0.993000
1296,0.739000,0.939000,0.993000
1297,0.739000,0.939000,0.993000
1298,0.739000,0.939000,0.994000
1299,0.739000,0.939000,0.994000
1300,0.739000,0.940000,0.994000
1301,0.739000,0.940000,0.994000
1302,0.739000,0.942000,0.994000
1303,0.740000,0.942000,0.994000
1304,0.740000,0.942000,0.994000
1305,0.740000,0.942000,0.994000
1306,0.740000,0.942000,0.994000
1307,0.740000,0.942000,0.994000
1308,0.740000,0.942000,0.994000
1309,0.743000,0.943000,0.994000
1310,0.743000,0.945000,0.994000
1311,0.743000,0.945000,0.994000
1312,0.743000,0.945000,0.994000
1313,0.745000,0.945000,0.994000
1314,0.745000,0.945000,0.994000
1315,0.746000,0.945000,0.994000
1316,0.748000,0.946000,0.994000
1317,0.748000,0.947000,0.994000
1318,0.748000,0.947000,0.994000
1319,0.748000,0.947000,0.994000
1320,0.749000,0.947000,0.994000
1321,0.750000,0.947000,0.994000
1322,0.750000,0.947000,0.994000
1323,0.750000,0.947000,0.994000
1324,0.750000,0.947000,0.995000
1325,0.750000,0.947000,0.995000
1326,0.751000,0.947000,0.995000
1327,0.752000,0.948000,0.995000
1328,0.752000,0.948000,0.995000
1329,0.753000,0.948000,0.995000
1330,0.754000,0.948000,0.995000
1331,0.754000,0.948000,0.995000
1332,0.754000,0.948000,0.995000
1333,0.755000,0.948000,0.995000
1334,0.756000,0.948000,0.995000
1335,0.757000,0.949000,0.995000
1336,0.759000,0.950000,0.995000
1337,0.759000,0.950000,0.995000
1338,0.761000,0.951000,0.995000
1339,0.762000,0.952000,0.995000
1340,0.762000,0.952000,0.995000
1341,0.762000,0.952000,0.995000
1342,0.762000,0.952000,0.995000
1343,0.762000,0.952000,0.995000
1344,0.762000,0.953000,0.995000
1345,0.762000,0.953000,0.995000
1346,0.762000,0.953000,0.995000
1347,0.762000,0.953000,0.995000
1348,0.762000,0.953000,0.995000
1349,0.762000,0.953000,0.995000
1350,0.762000,0.953000,0.995000
1351,0.762000,0.954000,0.995000
1352,0.763000,0.954000,0.995000
1353,0.763000,0.954000,0.995000
1354,0.763000,0.954000,0.995000
1355,0.765000,0.954000,0.995000
1356,0.765000,0.954000,0.995000
1357,0.765000,0.954000,0.995000
1358,0.765000,0.954000,0.995000
1359,0.765000,0.954000,0.995000
1360,0.765000,0.954000,0.995000
1361,0.765000,0.954000,0.995000
1362,0.766000,0.954000,0.995000
1363,0.767000,0.955000,0.995000
1364,0.767000,0.955000,0.995000
1365,0.767000,0.955000,0.995000
1366,0.767000,0.955000,0.995000
1367,0.768000,0.955000,0.995000
1368,0.768000,0.955000,0.995000
1369,0.768000,0.955000,0.995000
1370,0.768000,0.955000,0.995000
1371,0.770000,0.955000,0.995000
1372,0.770000,0.955000,0.995000
1373,0.771000,0.955000,0.995000
1374,0.771000,0.955000,0.995000
1375,0.771000,0.955000,0.995000
1376,0.772000,0.955000,0.995000
1377,0.772000,0.955000,0.995000
1378,0.773000,0.955000,0.995000
1379,0.773000,0.955000,0.995000
1380,0.773000,0.955000,0.995000
1381,0.774000,0.955000,0.995000
1382,0.775000,0.955000,0.995000
1383,0.776000,0.955000,0.995000
1384,0.778000,0.955000,0.995000
1385,0.778000,0.955000,0.995000
1386,0.778000,0.955000,0.995000
1387,0.778000,0.956000,0.995000
1388,0.778000,0.957000,0.995000
1389,0.779000,0.957000,0.995000
1390,0.780000,0.957000,0.995000
1391,0.781000,0.957000,0.995000
1392,0.782000,0.957000,0.995000
1393,0.782000,0.957000,0.995000
1394,0.782000,0.957000,0.995000
1395,0.782000,0.957000,0.995000
1396,0.783000,0.957000,0.995000
1397,0.784000,0.957000,0.995000
1398,0.784000,0.957000,0.995000
1399,0.784000,0.957000,0.995000
1400,0.784000,0.957000,0.995000
1401,0.785000,0.957000,0.995000
1402,0.785000,0.957000,0.995000
1403,0.786000,0.957000,0.995000
1404,0.786000,0.957000,0.995000
1405,0.786000,0.957000,0.995000
1406,0.786000,0.957000,0.995000
1407,0.786000,0.957000,0.995000
1408,0.787000,0.957000,0.995000
1409,0.787000,0.957000,0.995000
1410,0.787000,0.957000,0.995000
1411,0.787000,0.957000,0.995000
1412,0.787000,0.958000,0.995000
1413,0.787000,0.958000,0.995000
1414,0.788000,0.958000,0.995000
1415,0.788000,0.958000,0.995000
1416,0.788000,0.958000,0.995000
1417,0.788000,0.958000,0.995000
1418,0.789000,0.958000,0.995000
1419,0.789000,0.959000,0.995000
1420,0.789000,0.959000,0.995000
1421,0.789000,0.959000,0.995000
1422,0.789000,0.959000,0.995000
1423,0.789000,0.959000,0.995000
1424,0.789000,0.959000,0.995000
1425,0.789000,0.959000,0.995000
1426,0.789000,0.959000,0.995000
1427,0.789000,0.959000,0.995000
1428,0.789000,0.959000,0.995000
1429,0.790000,0.959000,0.995000
1430,0.790000,0.959000,0.995000
1431,0.790000,0.960000,0.995000
1432,0.791000,0.961000,0.995000
1433,0.791000,0.961000,0.995000
1434,0.792000,0.961000,0.995000
1435,0.793000,0.961000,0.995000
1436,0.794000,0.962000,0.995000
1437,0.795000,0.962000,0.995000
1438,0.795000,0.962000,0.995000
1439,0.795000,0.963000,0.995000
1440,0.795000,0.963000,0.995000
1441,0.795000,0.963000,0.995000
1442,0.795000,0.963000,0.995000
1443,0.795000,0.964000,0.995000
1444,0.795000,0.964000,0.995000
1445,0.795000,0.964000,0.995000
1446,0.795000,0.964000,0.995000
1447,0.795000,0.964000,0.995000
1448,0.796000,0.964000,0.995000
1449,0.796000,0.964000,0.995000
1450,0.796000,0.964000,0.995000
1451,0.796000,0.964000,0.995000
1452,0.796000,0.964000,0.995000
1453,0.797000,0.964000,0.995000
1454,0.797000,0.966000,0.995000
1455,0.797000,0.966000,0.995000
1456,0.798000,0.966000,0.995000
1457,0.798000,0.966000,0.995000
1458,0.798000,0.966000,0.995000
1459,0.798000,0.966000,0.995000
1460,0.798000,0.966000,0.995000
1461,0.799000,0.966000,0.995000
1462,0.799000,0.966000,0.995000
1463,0.800000,0.966000,0.995000
1464,0.800000,0.966000,0.995000
1465,0.800000,0.966000,0.995000
1466,0.800000,0.966000,0.995000
1467,0.801000,0.966000,0.995000
1468,0.802000,0.966000,0.995000
1469,0.802000,0.966000,0.995000
1470,0.802000,0.966000,0.995000
1471,0.802000,0.966000,0.995000
1472,0.803000,0.966000,0.995000
1473,0.806000,0.966000,0.995000
1474,0.806000,0.966000,0.995000
1475,0.806000,0.967000,0.995000
1476,0.806000,0.968000,0.995000
1477,0.806000,0.968000,0.995000
1478,0.806000,0.969000,0.995000
1479,0.806000,0.969000,0.995000
1480,0.808000,0.969000,0.995000
1481,0.808000,0.969000,0.995000
1482,0.808000,0.970000,0.995000
1483,0.809000,0.970000,0.995000
1484,0.810000,0.970000,0.995000
1485,0.810000,0.970000,0.995000
1486,0.810000,0.970000,0.995000
1487,0.810000,0.970000,0.995000
1488,0.810000,0.970000,0.995000
1489,0.811000,0.970000,0.995000
1490,0.811000,0.970000,0.995000
1491,0.811000,0.971000,0.995000
1492,0.811000,0.971000,0.995000
1493,0.811000,0.971000,0.995000
1494,0.811000,0.971000,0.995000
1495,0.811000,0.971000,0.995000
1496,0.812000,0.971000,0.995000
1497,0.812000,0.971000,0.995000
1498,0.812000,0.971000,0.995000
1499,0.812000,0.971000,0.995000
1500,0.813000,0.971000,0.995000
1501,0.813000,0.971000,0.995000
1502,0.813000,0.971000,0.995000
1503,0.813000,0.971000,0.995000
1504,0.813000,0.971000,0.995000
1505,0.813000,0.972000,0.995000
1506,0.813000,0.972000,0.995000
1507,0.813000,0.972000,0.995000
1508,0.813000,0.972000,0.995000
1509,0.813000,0.972000,0.995000
1510,0.813000,0.972000,0.995000
1511,0.813000,0.972000,0.995000
1512,0.814000,0.972000,0.995000
1513,0.814000,0.972000,0.995000
1514,0.814000,0.972000,0.995000
1515,0.815000,0.972000,0.995000
1516,0.815000,0.972000,0.995000
1517,0.815000,0.973000,0.995000
1518,0.817000,0.973000,0.995000
1519,0.819000,0.973000,0.995000
1520,0.821000,0.975000,0.995000
1521,0.821000,0.975000,0.995000
1522,0.822000,0.975000,0.995000
1523,0.822000,0.975000,0.995000
1524,0.824000,0.975000,0.995000
1525,0.825000,0.975000,0.995000
1526,0.825000,0.975000,0.995000
1527,0.825000,0.975000,0.995000
1528,0.825000,0.977000,0.995000
1529,0.825000,0.977000,0.996000
1530,0.825000,0.977000,0.996000
1531,0.825000,0.977000,0.997000
1532,0.827000,0.977000,0.997000
1533,0.827000,0.978000,0.997000
1534,0.829000,0.978000,0.997000
1535,0.830000,0.978000,0.997000
1536,0.830000,0.978000,0.997000
1537,0.830000,0.979000,0.997000
1538,0.830000,0.979000,0.997000
1539,0.830000,0.979000,0.997000
1540,0.831000,0.979000,0.997000
1541,0.831000,0.979000,0.997000
1542,0.831000,0.979000,0.997000
1543,0.831000,0.979000,0.997000
1544,0.831000,0.979000,0.997000
1545,0.831000,0.979000,0.997000
1546,0.831000,0.979000,0.997000
1547,0.832000,0.979000,0.997000
1548,0.832000,0.979000,0.997000
1549,0.832000,0.979000,0.997000
1550,0.832000,0.979000,0.997000
1551,0.832000,0.979000,0.997000
1552,0.832000,0.979000,0.997000
1553,0.832000,0.980000,0.997000
1554,0.832000,0.980000,0.997000
1555,0.832000,0.980000,0.997000
1556,0.832000,0.980000,0.997000
1557,0.832000,0.980000,0.997000
1558,0.832000,0.980000,0.997000
1559,0.832000,0.980000,0.997000
1560,0.834000,0.980000,0.997000
1561,0.834000,0.980000,0.997000
1562,0.834000,0.980000,0.997000
1563,0.836000,0.980000,0.997000
1564,0.837000,0.980000,0.997000
1565,0.837000,0.980000,0.997000
1566,0.837000,0.981000,0.997000
1567,0.838000,0.981000,0.997000
1568,0.840000,0.981000,0.997000
1569,0.840000,0.981000,0.997000
1570,0.840000,0.981000,0.997000
1571,0.841000,0.981000,0.997000
1572,0.843000,0.981000,0.997000
1573,0.843000,0.981000,0.997000
1574,0.843000,0.981000,0.997000
1575,0.844000,0.981000,0.997000
1576,0.846000,0.981000,0.997000
1577,0.847000,0.981000,0.997000
1578,0.850000,0.981000,0.997000
1579,0.850000,0.981000,0.997000
1580,0.850000,0.981000,0.997000
1581,0.850000,0.981000,0.997000
1582,0.850000,0.981000,0.997000
1583,0.850000,0.981000,0.997000
1584,0.850000,0.981000,0.997000
1585,0.850000,0.981000,0.997000
1586,0.850000,0.981000,0.997000
1587,0.850000,0.981000,0.997000
1588,0.851000,0.981000,0.997000
1589,0.851000,0.981000,0.997000
1590,0.852000,0.981000,0.997000
1591,0.852000,0.981000,0.997000
1592,0.852000,0.981000,0.997000
1593,0.852000,0.981000,0.997000
1594,0.853000,0.981000,0.997000
1595,0.854000,0.981000,0.997000
1596,0.854000,0.981000,0.997000
1597,0.854000,0.981000,0.997000
1598,0.854000,0.981000,0.997000
1599,0.855000,0.981000,0.997000
